Name,Variation,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed
Toxtricity,Amped ,Electric,Poison,502,75,98,70,114,70,75
Sizzlipede,,Fire,Bug,305,50,65,45,50,50,45
Centiskorch,,Fire,Bug,525,100,115,65,90,90,65
Clobbopus,,Fighting,,310,50,68,60,50,50,32
Grapploct,,Fighting,,480,80,118,90,70,80,42
Sinistea,,Ghost,,308,40,45,45,74,54,50
Polteageist,,Ghost,,508,60,65,65,134,114,70
Hatenna,,Psychic,,265,42,30,45,56,53,39
Hattrem,,Psychic,,370,57,40,65,86,73,49
Hatterene,,Psychic,Fairy,510,57,90,95,136,103,29
Impidimp,,Dark,Fairy,265,45,45,30,55,40,50
Morgrem,,Dark,Fairy,370,65,60,45,75,55,70
Grimmsnarl,,Dark,Fairy,510,95,120,65,95,75,60
Obstagoon,,Dark,Normal,520,93,90,101,60,81,95
Perrserker,,Steel,,440,70,110,100,50,60,50
Cursola,,Ghost,,510,60,95,50,145,130,30
Sirfetch'd,,Fighting,,507,62,135,95,68,82,65
Mr.Rime,,Ice,Psychic,520,80,85,75,110,100,70
Runerigus,,Ground,Ghost,483,58,95,145,50,105,30
Milcery,,Fairy,,270,45,40,40,50,61,34
Alcremie,,Fairy,,495,65,60,75,110,121,64
Falinks,,Fighting,,470,65,100,100,70,60,75
Pincurchin,,Electric,,435,48,101,95,91,85,15
Snom,,Ice,Bug,185,30,25,35,45,30,20
Frosmoth,,Ice,Bug,475,70,65,60,125,90,65
Stonjourner,,Rock,,470,100,125,135,20,20,70
Eiscue,Ice Face ,Ice,,470,75,80,110,65,90,50
Eiscue,Noice Face ,Ice,,470,75,80,70,65,50,130
Indeedee,Male ,Psychic,Normal,475,60,65,55,105,95,95
Indeedee,Female ,Psychic,Normal,475,70,55,65,95,105,85
Morpeko,,Electric,Dark,436,58,95,58,70,58,97
Cufant,,Steel,,330,72,80,49,40,49,40
Copperajah,,Steel,,500,122,130,69,80,69,30
Dracozolt,,Electric,Dragon,505,90,100,90,80,70,75
Arctozolt,,Electric,Ice,505,90,100,90,90,80,55
Dracovish,,Water,Dragon,505,90,90,100,70,80,75
Arctovish,,Water,Ice,505,90,90,100,80,90,55
Duraludon,,Steel,Dragon,535,70,95,115,120,50,85
Dreepy,,Dragon,Ghost,270,28,60,30,40,30,82
Drakloak,,Dragon,Ghost,410,68,80,50,60,50,102
Dragapult,,Dragon,Ghost,600,88,120,75,100,75,142
Zacian,Crowned Sword ,Fairy,Steel,720,92,170,115,80,115,148
Zacian,Hero of Many Battles ,Fairy,,670,92,130,115,80,115,138
Zamazenta,Crowned Shield ,Fighting,Steel,720,92,130,145,80,145,128
Zamazenta,Hero of Many Battles ,Fighting,,670,92,130,115,80,115,138
Eternatus,,Poison,Dragon,690,140,85,95,145,95,130
Eternatus,Eternamax ,Poison,Dragon,1125,255,115,250,125,250,130
Kubfu,,Fighting,,385,60,90,60,53,50,72
Urshifu,Single Strike ,Fighting,Dark,550,100,130,100,63,60,97
Urshifu,Rapid Strike ,Fighting,Water,550,100,130,100,63,60,97
Zarude,,Dark,Grass,600,105,120,105,70,95,105
Regieleki,,Electric,,580,80,100,50,100,50,200
Regidrago,,Dragon,,580,200,100,50,100,50,80
Glastrier,,Ice,,580,100,145,130,65,110,30
Spectrier,,Ghost,,580,100,65,60,145,80,130
Calyrex,,Psychic,Grass,500,100,80,80,80,80,80
Calyrex,Ice Rider ,Psychic,Ice,680,100,165,150,85,130,50
Calyrex,Shadow Rider ,Psychic,Ghost,680,100,85,80,165,100,150
Sneasel,Hisuian ,Poison,Fighting,430,55,95,55,35,75,115
Sneasler,,Poison,Fighting,510,80,130,60,40,80,120
Qwilfish,Hisuian ,Dark,Poison,440,65,95,85,55,55,85
Overqwil,,Dark,Poison,510,85,115,95,65,65,85
Voltorb,Hisuian ,Electric,Grass,330,40,30,50,55,55,100
Electrode,Hisuian ,Eletric,Grass,490,60,50,70,80,80,150
Zorua,Hisuian ,Normal,Ghost,330,35,60,40,85,40,70
Zoroark,Hisuian ,Normal,Ghost,510,55,100,60,125,60,110
Growlithe,Hisuian ,Fire,Rock,350,60,75,45,65,50,55
Arcanine,Hisuian ,Fire,Rock,555,95,115,80,95,80,90
Braviary,Hisuian ,Psychic,Flying,510,110,83,70,112,70,65
Sliggoo,Hisuian ,Dragon,Steel,452,58,75,83,83,113,40
Goodra,Hisuian ,Dragon,Steel,600,80,100,100,110,150,60
Lilligant,Hisuian ,Grass,Fighting,480,70,105,75,50,75,105
Samurott,Hisuian ,Water,Dark,528,90,108,80,100,65,85
Typhlosion,Hisuian ,Fire,Ghost,534,73,84,78,119,85,95
Decidueye,Hisuian ,Grass,Fighting,530,88,112,80,95,95,60
Avalugg,Hisuian ,Ice,Rock,514,95,127,184,34,36,38
Dialga,Origin ,Steel,Dragon,680,100,100,120,150,120,90
Palkia,Origin ,Water,Dragon,680,90,100,100,150,120,120
Enamorus,Incarnate ,Fairy,Flying,580,74,115,70,135,80,106
Enamorus,Therian  ,Fairy,Flying,580,74,115,110,135,100,46
Wyrdeer,,Normal,Psychic,525,103,105,72,105,75,65
Basculin,White-Striped ,Water,,460,70,92,65,80,55,98
Basculegion,Male ,Water,Ghost,530,120,112,65,80,75,78
Basculegion,Female ,Water,Ghost,530,120,92,65,100,75,78
Kleavor,,Bug,Rock,505,70,135,95,45,75,85
Ursaluna,,Normal,Ground,550,130,140,105,45,80,50
